City,Cloudiness (%),Country,Date,Humidity (%),Lat,Lng,Max Temp (F),Wind Speed (mph)
labuhan,68,ID,1547325523,97,-2.54,115.51,73.33,1.68
gorno-altaysk,76,RU,1547325814,85,51.96,85.96,4.88,2.91
pavino,48,RU,1547323200,76,55.02,82.61,-7.61,6.71
assiniboia,0,CA,1547325815,78,49.63,-105.99,33.86,10.63
ourinhos,24,BR,1547325644,70,-22.98,-49.87,82.33,2.8
san ramon de la nueva oran,64,AR,1547325815,84,-23.13,-64.33,78.19,5.48
batticaloa,92,LK,1547325815,100,7.71,81.69,73.51,4.59
saint anthony,1,US,1547322960,67,43.97,-111.68,21.92,4.14
puerto ayacucho,40,CO,1547323200,44,5.66,-67.63,95.0,6.93
prado,12,BR,1547325816,91,-17.34,-39.22,81.07,11.3
anna paulowna,40,NL,1547324700,87,52.86,4.83,48.2,14.99
saint-pierre,90,FR,1547323200,93,48.95,4.24,46.4,17.22
hamilton,75,BM,1547323920,87,32.3,-64.78,59.0,10.29
sivaki,68,RU,1547325817,85,52.63,126.75,-6.19,2.57
boa esperanca,44,BR,1547325818,74,-1.91,-60.0,83.63,3.58
itaquyry,56,PY,1547325818,64,-24.93,-55.22,88.09,3.47
axim,24,GH,1547325819,96,4.87,-2.24,84.31,8.39
mbandaka,20,CD,1547325819,98,0.05,18.26,74.54,2.13
torbay,90,CA,1547323200,100,47.66,-52.73,32.0,16.11
iqaluit,20,CA,1547323200,67,63.75,-68.52,-25.61,26.4
saint-francois,90,FR,1547323200,81,46.42,3.91,42.8,9.17
buta,24,CD,1547325820,70,2.79,24.73,78.37,2.13
voloshka,0,RU,1547325820,85,61.33,40.09,20.9,9.62
gberia fotombu,0,SL,1547325821,33,9.88,-11.17,76.84,7.27
ishigaki,100,JP,1547325821,100,24.34,124.16,69.01,19.24
palmerston,90,CA,1547323200,73,43.83,-80.85,23.0,10.29
manggar,48,ID,1547325822,100,-2.88,108.27,77.06,4.7
zalantun,0,CN,1547325822,63,48.0,122.72,-3.85,4.25
peniche,0,PT,1547323200,87,39.36,-9.38,48.2,3.36
buraydah,0,SA,1547323200,63,26.33,43.97,60.8,8.05
mathbaria,0,BD,1547325823,84,22.29,89.96,56.63,5.59
nalut,0,LY,1547325823,83,31.86,10.98,31.7,4.47
lahaina,90,US,1547325300,88,20.87,-156.68,80.06,17.22
mendoza,0,AR,1547323200,37,-32.89,-68.84,86.0,9.17
clervaux,90,LU,1547324940,100,50.05,6.03,41.0,8.05
port macquarie,0,AU,1547323200,93,-31.43,152.91,66.2,5.03
mandurah,0,AU,1547323200,88,-32.55,115.7,64.4,5.82
belaya gora,36,RU,1547325826,94,68.54,146.19,-41.25,3.36
canutama,44,BR,1547325826,58,-6.53,-64.38,89.08,3.02
utete,44,TZ,1547325827,78,-7.99,38.76,79.18,4.92
parana,90,BR,1547323200,69,-7.52,-72.89,82.4,3.36
katobu,68,ID,1547325827,100,-4.94,122.53,80.39,5.14
panaba,0,MX,1547325797,41,21.28,-88.27,83.68,4.03
belyy yar,0,RU,1547323200,83,53.6,91.39,-5.81,2.35
fukue,20,JP,1547325000,100,35.03,136.69,39.2,8.05
pimentel,88,BR,1547325829,93,-3.7,-45.5,75.22,2.91
iquitos,75,PE,1547323200,319,-3.75,-73.25,42.8,4.7
aloleng,0,PH,1547325830,100,16.13,119.78,73.64,6.71
bahia blanca,20,AR,1547325758,38,-38.72,-62.27,85.88,7.61
bonga,0,ET,1547325830,65,7.26,36.25,53.21,2.68
polson,90,US,1547322900,81,47.69,-114.16,30.92,3.36
tarauaca,92,BR,1547325831,87,-8.16,-70.77,76.34,3.47
padang,44,ID,1547325832,100,-0.92,100.36,81.16,6.93
oruro,75,BO,1547323200,45,-17.97,-67.11,64.4,12.75
inirida,8,CO,1547325473,61,3.87,-67.92,86.02,2.8
sebring,1,US,1547325300,42,27.5,-81.44,79.16,8.05
cabedelo,20,BR,1547323200,83,-6.97,-34.84,78.8,8.05
lincoln,90,US,1547324100,84,40.8,-96.67,32.0,19.46
solano,0,PH,1547325834,92,16.52,121.18,58.39,2.13
aykhal,24,RU,1547325784,44,65.95,111.51,-29.14,3.69
torokszentmiklos,75,HU,1547324100,85,47.18,20.42,35.6,6.93
san borja,36,BO,1547325835,90,-14.86,-66.75,75.22,3.02
racine,90,US,1547325180,85,42.73,-87.78,33.08,18.34
ures,20,MX,1547325835,65,30.73,-112.95,67.39,10.29
kargasok,20,RU,1547325812,52,59.06,80.87,-17.67,6.04
karagay,88,RU,1547325836,89,58.27,54.93,20.18,8.5
payakumbuh,36,ID,1547325767,95,-0.23,100.63,68.83,2.35
eyl,64,SO,1547325836,98,7.98,49.82,73.33,17.78
dali,0,CN,1547325714,100,25.6,100.24,30.49,1.79
goose creek,90,US,1547324100,72,38.32,-85.65,39.02,6.93
nkhotakota,68,MW,1547325837,95,-12.93,34.3,74.45,3.36
pascagoula,90,US,1547325240,75,30.37,-88.56,69.08,12.75
starobaltachevo,92,RU,1547325838,93,56.0,55.92,28.46,17.0
kauhajoki,0,FI,1547324400,92,62.43,22.18,10.4,2.24
payo,92,ID,1547325839,100,-3.75,103.64,71.93,3.36
ust-maya,32,RU,1547325840,67,60.42,134.54,-35.49,2.57
hluti,0,SZ,1547325840,69,-27.22,31.62,73.24,4.59
yangambi,24,CD,1547325840,89,0.77,24.47,75.22,2.68
romny,76,UA,1547325840,89,50.74,33.49,19.1,9.84
porto velho,75,BR,1547323200,78,-8.75,-63.87,78.8,5.82
polis,20,CY,1547323200,71,35.04,32.42,50.0,8.05
victoria falls,64,ZW,1547325547,85,-17.93,25.84,72.16,2.68
tifton,75,US,1547324100,64,31.45,-83.51,67.82,6.93
gizo,0,IL,1547324400,81,31.8,34.94,53.6,4.7
micheweni,20,TZ,1547325842,100,-4.97,39.83,82.64,18.23
neuquen,40,AR,1547323200,23,-38.95,-68.06,77.0,16.11
waconia,90,US,1547324160,76,44.85,-93.79,30.74,9.17
kafanchan,8,NG,1547325594,29,9.58,8.3,71.48,7.72
formello,0,IT,1547324400,59,42.08,12.4,39.2,4.7
bezenchuk,88,RU,1547325844,93,52.99,49.43,29.36,13.76
kirakira,88,SB,1547325844,100,-10.46,161.92,80.98,5.82
mizan teferi,0,ET,1547325845,62,6.99,35.58,57.89,2.68
kautokeino,68,NO,1547325845,88,69.01,23.04,17.03,5.14
boguchany,48,RU,1547325845,73,58.38,97.46,-6.69,6.49
kalispell,90,US,1547322900,81,48.2,-114.32,30.92,3.36
margate,20,AU,1547323200,76,-43.03,147.26,51.8,6.93
carballo,75,ES,1547323200,71,43.21,-8.69,50.0,6.93
asyut,0,EG,1547323200,57,27.18,31.19,51.8,6.93
marfino,90,RU,1547323200,92,56.07,37.56,15.8,8.95
zephyrhills,40,US,1547325300,45,28.23,-82.18,78.8,8.05
sao joao da barra,0,BR,1547323200,62,-21.64,-41.05,84.2,4.7
taos,80,US,1547325300,94,36.41,-105.57,28.04,5.82
cutro,20,IT,1547322600,86,39.04,16.98,33.8,5.82
sragen,92,ID,1547325848,99,-7.43,111.02,73.42,3.36
puerto leguizamo,88,CO,1547325849,85,-0.19,-74.78,79.31,5.14
ossora,0,RU,1547325849,80,59.24,163.07,3.98,6.15
sioux lookout,75,CA,1547323260,72,50.1,-91.92,15.8,4.7
corinto,48,BR,1547325849,58,-18.36,-44.46,83.68,4.36
najran,0,SA,1547323200,45,17.54,44.22,62.6,2.68
veraval,90,FR,1547323200,93,49.65,0.71,48.2,12.75
puerto madryn,80,AR,1547325850,53,-42.77,-65.04,73.19,10.4
itapirapua,32,BR,1547325851,85,-15.82,-50.61,78.37,2.91
port blair,80,IN,1547325397,98,11.67,92.75,83.14,11.63
hervey bay,64,AU,1547323200,88,-25.3,152.85,69.8,6.93
gangapur,0,IN,1547325851,76,19.7,75.01,52.54,2.91
jumla,88,NP,1547325852,100,29.28,82.18,19.91,1.68
mandan,90,US,1547324100,100,46.83,-100.89,17.96,8.05
wageningen,75,NL,1547324700,100,51.98,5.66,46.4,8.05
esmeraldas,75,BR,1547323200,45,-19.76,-44.31,82.4,8.05
bauchi,8,NG,1547325853,56,10.31,9.85,64.46,3.13
bimbo,0,CF,1547323200,78,4.33,18.53,80.6,4.36
luorong,92,CN,1547325853,99,24.41,109.6,48.08,3.69
soyo,64,AO,1547325853,87,-6.13,12.37,78.73,4.14
kieta,56,PG,1547325854,100,-6.22,155.63,78.86,4.25
mwene-ditu,48,CD,1547325854,95,-7.01,23.45,69.95,2.57
bonfim,44,BR,1547325854,83,-20.33,-44.24,77.11,3.13
cedar falls,90,US,1547324280,88,42.53,-92.45,32.0,11.41
tunggol,0,PH,1547325855,100,5.84,121.15,80.48,5.14
socorro,100,PH,1547325855,100,13.06,121.41,72.52,7.49
aleksandrovka,68,RU,1547325856,89,46.65,38.4,23.11,3.91
great yarmouth,75,GB,1547324400,93,52.61,1.73,46.4,13.87
aripuana,20,BR,1547325857,74,-9.17,-60.63,83.99,0.89
makakilo city,75,US,1547324640,68,21.35,-158.09,78.98,4.7
